Num,x1,x2,x3,x4,x5,x1Name,x2Name,x3Name,x4Name,x5Name,account,subArea,Population(K),GNI(M$)
884,jp,20,23,,,Japan,Nagano,Minamisakuminamiaiki,下伊那郡下條村,,,,1,
885,jp,20,24,,,Japan,Nagano,Minamisakukitaaiki,下伊那郡売木村,,,,1,
886,jp,20,25,,,Japan,Nagano,Minamisakusakuho,下伊那郡天龍村,,,,10,
887,jp,20,26,,,Japan,Nagano,Kitasakukaruizawa,下伊那郡泰阜村,,,,22,
888,jp,20,27,,,Japan,Nagano,Kitasakumiyota,下伊那郡喬木村,,,,17,
889,jp,20,28,,,Japan,Nagano,Kitasakutateshina,下伊那郡豊丘村,,,,7,
890,jp,20,29,,,Japan,Nagano,Chiisagataaoki,下伊那郡大鹿村,,,,4,
891,jp,20,30,,,Japan,Nagano,Chiisagatachouwa,木曽郡上松町,,,,6,
892,jp,20,31,,,Japan,Nagano,Suwashimosuwa,木曽郡南木曽町,,,,18,
893,jp,20,32,,,Japan,Nagano,Suwafujimi,木曽郡木祖村,,,,14,
894,jp,20,33,,,Japan,Nagano,Suwahara,木曽郡王滝村,,,,8,
895,jp,20,34,,,Japan,Nagano,Kamiinatatsuno,木曽郡大桑村,,,,18,
896,jp,20,35,,,Japan,Nagano,Kamiinaminowa,木曽郡木曽町,,,,24,
897,jp,20,36,,,Japan,Nagano,Kamiinaiijima,東筑摩郡麻績村,,,,9,
898,jp,20,37,,,Japan,Nagano,Kamiinaminamiminowa,東筑摩郡生坂村,,,,16,
899,jp,20,38,,,Japan,Nagano,Kamiinanakagawa,東筑摩郡山形村,,,,5,
900,jp,20,39,,,Japan,Nagano,Kamiinamiyata,東筑摩郡朝日村,,,,9,
901,jp,20,40,,,Japan,Nagano,Shimoinamatsukawa,東筑摩郡筑北村,,,,12,
902,jp,20,41,,,Japan,Nagano,Shimoinatakamori,北安曇郡池田町,,,,13,
903,jp,20,42,,,Japan,Nagano,Shimoinaanan,北安曇郡松川村,,,,4,
904,jp,20,43,,,Japan,Nagano,Shimoinaachi,北安曇郡白馬村,,,,6,
905,jp,20,44,,,Japan,Nagano,Shimoinahiratani,北安曇郡小谷村,,,,0,
906,jp,20,45,,,Japan,Nagano,Shimoinaneba,埴科郡坂城町,,,,1,
907,jp,20,46,,,Japan,Nagano,Shimoinashimojou,上高井郡小布施町,,,,3,
908,jp,20,47,,,Japan,Nagano,Shimoinaurugi,上高井郡高山村,,,,0,
909,jp,20,48,,,Japan,Nagano,Shimoinatenryuu,下高井郡山ノ内町,,,,1,
910,jp,20,49,,,Japan,Nagano,Shimoinayasuoka,下高井郡木島平村,,,,1,
911,jp,20,50,,,Japan,Nagano,Shimoinakyouboku,下高井郡野沢温泉村,,,,6,
912,jp,20,51,,,Japan,Nagano,Shimoinatoyooka,上水内郡信濃町,,,,7,
913,jp,20,52,,,Japan,Nagano,Shimoinaooshika,上水内郡小川村,,,,1,
914,jp,20,53,,,Japan,Nagano,Kisouematsu,上水内郡飯綱町,,,,4,
915,jp,20,54,,,Japan,Nagano,Kisominamigiso,下水内郡栄村,,,,4,
916,jp,20,55,,,Japan,Nagano,Kisokiso,岐阜市,,,,3,
917,jp,20,56,,,Japan,Nagano,Kisooutaki,大垣市,,,,1,
918,jp,20,57,,,Japan,Nagano,Kisoookuwa,高山市,,,,3,
919,jp,20,58,,,Japan,Nagano,Kisokiso,多治見市,,,,10,
920,jp,20,59,,,Japan,Nagano,Higashichikumaomi,関市,,,,2,
921,jp,20,60,,,Japan,Nagano,Higashichikumaikusaka,中津川市,,,,2,
922,jp,20,61,,,Japan,Nagano,Higashichikumayamagata,美濃市,,,,8,
923,jp,20,62,,,Japan,Nagano,Higashichikumaasahi,瑞浪市,,,,4,
924,jp,20,63,,,Japan,Nagano,Higashichikumachikuhoku,羽島市,,,,4,
925,jp,20,64,,,Japan,Nagano,Kitaazumiikeda,恵那市,,,,9,
926,jp,20,65,,,Japan,Nagano,Kitaazumimatsukawa,美濃加茂市,,,,10,
927,jp,20,66,,,Japan,Nagano,Kitaazumihakuba,土岐市,,,,10,
928,jp,20,67,,,Japan,Nagano,Kitaazumikotani,各務原市,,,,3,
929,jp,20,68,,,Japan,Nagano,Hanishinasakaki,可児市,,,,14,
930,jp,20,69,,,Japan,Nagano,Kamitakaiobuse,山県市,,,,11,
931,jp,20,70,,,Japan,Nagano,Kamitakaikouzan,瑞穂市,,,,6,
932,jp,20,71,,,Japan,Nagano,Shimotakaiyamanonai,飛騨市,,,,11,
933,jp,20,72,,,Japan,Nagano,Shimotakaikijimataira,本巣市,,,,4,
934,jp,20,73,,,Japan,Nagano,Shimotakainozawaonsen,郡上市,,,,4,
935,jp,20,74,,,Japan,Nagano,Kamiminochishinano,下呂市,,,,8,
936,jp,20,75,,,Japan,Nagano,Kamiminochiogawa,海津市,,,,2,
937,jp,20,76,,,Japan,Nagano,Kamiminochiiizuna,羽島郡岐南町,,,,10,
938,jp,20,77,,,Japan,Nagano,Shimominochisakae,羽島郡笠松町,,,,2,
939,jp,21,,,,Japan,Gifu,,養老郡養老町,,,,1951,
940,jp,21,01,,,Japan,Gifu,Gifu,不破郡垂井町,,,,399,
941,jp,21,02,,,Japan,Gifu,Oogaki,不破郡関ケ原町,,,,157,
942,jp,21,03,,,Japan,Gifu,n,安八郡神戸町,,,,82,
943,jp,21,04,,,Japan,Gifu,Tajimi,安八郡輪之内町,,,,105,
944,jp,21,05,,,Japan,Gifu,Kan,安八郡安八町,,,,84,
945,jp,21,06,,,Japan,Gifu,Nakatsugawa,揖斐郡揖斐川町,,,,74,
946,jp,21,07,,,Japan,Gifu,Mino,揖斐郡大野町,,,,19,
947,jp,21,08,,,Japan,Gifu,Mizunami,揖斐郡池田町,,,,35,
948,jp,21,09,,,Japan,Gifu,Haneshima,本巣郡北方町,,,,67,
949,jp,21,10,,,Japan,Gifu,Ena,加茂郡坂祝町,,,,46,
950,jp,21,11,,,Japan,Gifu,Minokamo,加茂郡富加町,,,,58,
951,jp,21,12,,,Japan,Gifu,Toki,加茂郡川辺町,,,,54,
952,jp,21,13,,,Japan,Gifu,Kakamigahara,加茂郡七宗町,,,,144,
953,jp,21,14,,,Japan,Gifu,Kani,加茂郡八百津町,,,,100,
954,jp,21,15,,,Japan,Gifu,Yamagata,加茂郡白川町,,,,25,
955,jp,21,16,,,Japan,Gifu,Mizuho,加茂郡東白川村,,,,56,
956,jp,21,17,,,Japan,Gifu,Hida,可児郡御嵩町,,,,22,
957,jp,21,18,,,Japan,Gifu,Motosu,大野郡白川村,,,,33,
958,jp,21,19,,,Japan,Gifu,Ue,静岡市,,,,38,
959,jp,21,20,,,Japan,Gifu,Gero,浜松市,,,,29,
960,jp,21,21,,,Japan,Gifu,Kaizu,沼津市,,,,32,
961,jp,21,22,,,Japan,Gifu,Haneshimaginan,熱海市,,,,26,
962,jp,21,23,,,Japan,Gifu,Haneshimakasamatsu,三島市,,,,22,
963,jp,21,24,,,Japan,Gifu,Yourouyourou,富士宮市,,,,26,
964,jp,21,25,,,Japan,Gifu,Fuwatarui,伊東市,,,,26,
965,jp,21,26,,,Japan,Gifu,Fuwasekigahara,島田市,,,,6,
966,jp,21,27,,,Japan,Gifu,Anpachikoube,富士市,,,,18,
967,jp,21,28,,,Japan,Gifu,Anpachiwanouchi,磐田市,,,,9,
968,jp,21,29,,,Japan,Gifu,Anpachianpachi,焼津市,,,,14,
969,jp,21,30,,,Japan,Gifu,Ibiibigawa,掛川市,,,,19,
970,jp,21,31,,,Japan,Gifu,Ibioono,藤枝市,,,,21,
971,jp,21,32,,,Japan,Gifu,Ibiikeda,御殿場市,,,,22,
972,jp,21,33,,,Japan,Gifu,Motosuhoppou,袋井市,,,,19,
973,jp,21,34,,,Japan,Gifu,Kamosakahogi,下田市,,,,8,
974,jp,21,35,,,Japan,Gifu,Kamotomika,裾野市,,,,6,
975,jp,21,36,,,Japan,Gifu,Kamogawahen,湖西市,,,,10,
976,jp,21,37,,,Japan,Gifu,Kamohichisou,伊豆市,,,,3,
977,jp,21,38,,,Japan,Gifu,Kamoyaotsu,御前崎市,,,,10,
978,jp,21,39,,,Japan,Gifu,Kamoshirakawa,菊川市,,,,7,
979,jp,21,40,,,Japan,Gifu,Kamohigashishirakawa,伊豆の国市,,,,2,
980,jp,21,41,,,Japan,Gifu,Kanimitake,牧之原市,,,,18,
981,jp,21,42,,,Japan,Gifu,Oonoshirakawa,賀茂郡東伊豆町,,,,1,
982,jp,22,,,,Japan,Shizuoka,,賀茂郡河津町,,,,3576,
983,jp,22,01,,,Japan,Shizuoka,Shizuoka,賀茂郡南伊豆町,,,,673,
984,jp,22,02,,,Japan,Shizuoka,Hamamatsu,賀茂郡松崎町,,,,784,
985,jp,22,03,,,Japan,Shizuoka,Numazu,賀茂郡西伊豆町,,,,186,
986,jp,22,04,,,Japan,Shizuoka,Atami,田方郡函南町,,,,33,
987,jp,22,05,,,Japan,Shizuoka,Mishima,駿東郡清水町,,,,105,
988,jp,22,06,,,Japan,Shizuoka,Fujinomiya,駿東郡長泉町,,,,127,
989,jp,22,07,,,Japan,Shizuoka,Itou,駿東郡小山町,,,,64,
990,jp,22,08,,,Japan,Shizuoka,Shimada,榛原郡吉田町,,,,95,
991,jp,22,09,,,Japan,Shizuoka,Fuji,榛原郡川根本町,,,,246,
992,jp,22,10,,,Japan,Shizuoka,Iwata,周智郡森町,,,,165,
993,jp,22,11,,,Japan,Shizuoka,Yaizu,名古屋市,,,,135,
994,jp,22,12,,,Japan,Shizuoka,Kakegawa,豊橋市,,,,115,
995,jp,22,13,,,Japan,Shizuoka,Fujieda,岡崎市,,,,140,
996,jp,22,14,,,Japan,Shizuoka,Gotenba,一宮市,,,,83,
997,jp,22,15,,,Japan,Shizuoka,Fukuroi,瀬戸市,,,,88,
998,jp,22,16,,,Japan,Shizuoka,Shimoda,半田市,,,,19,
999,jp,22,17,,,Japan,Shizuoka,Susono,春日井市,,,,49,
1000,jp,22,18,,,Japan,Shizuoka,Kosai,豊川市,,,,57,
1001,jp,22,19,,,Japan,Shizuoka,Izu,津島市,,,,28,
1002,jp,22,20,,,Japan,Shizuoka,Omaezaki,碧南市,,,,30,
1003,jp,22,21,,,Japan,Shizuoka,Kikugawa,刈谷市,,,,47,
1004,jp,22,22,,,Japan,Shizuoka,Izunokuni,豊田市,,,,46,
1005,jp,22,23,,,Japan,Shizuoka,Makinohara,安城市,,,,42,
1006,jp,22,24,,,Japan,Shizuoka,Kamohigashiizu,西尾市,,,,11,
1007,jp,22,25,,,Japan,Shizuoka,Kamogawatsu,蒲郡市,,,,6,
1008,jp,22,26,,,Japan,Shizuoka,Kamominamiizu,犬山市,,,,7,
1009,jp,22,27,,,Japan,Shizuoka,Kamomatsuzaki,常滑市,,,,6,
1010,jp,22,28,,,Japan,Shizuoka,Kamonishiizu,江南市,,,,7,
1011,jp,22,29,,,Japan,Shizuoka,Kannami,小牧市,,,,36,
1012,jp,22,30,,,Japan,Shizuoka,Shimizu,稲沢市,,,,32,
1013,jp,22,31,,,Japan,Shizuoka,Nagaizumi,新城市,,,,44,
1014,jp,22,32,,,Japan,Shizuoka,Oyama,東海市,,,,17,
1015,jp,22,33,,,Japan,Shizuoka,Yoshida,大府市,,,,29,
1016,jp,22,34,,,Japan,Shizuoka,Kawanehon,知多市,,,,6,
1017,jp,22,35,,,Japan,Shizuoka,Mori,知立市,,,,17,
1018,jp,23,,,,Japan,Aichi,,尾張旭市,,,,7484,
1019,jp,23,01,,,Japan,Aichi,Nagoya,高浜市,,,,2303,
1020,jp,23,02,,,Japan,Aichi,Toyohashi,岩倉市,,,,366,
1021,jp,23,03,,,Japan,Aichi,Okazaki,豊明市,,,,383,
1022,jp,23,04,,,Japan,Aichi,Ichinomiya,日進市,,,,377,
1023,jp,23,05,,,Japan,Aichi,Seto,田原市,,,,126,
1024,jp,23,06,,,Japan,Aichi,Handa,愛西市,,,,116,
1025,jp,23,07,,,Japan,Aichi,Kasugai,清須市,,,,306,
1026,jp,23,08,,,Japan,Aichi,Toyokawa,北名古屋市,,,,186,
1027,jp,23,09,,,Japan,Aichi,Tsushima,弥富市,,,,60,
1028,jp,23,10,,,Japan,Aichi,Hekinan,みよし市,,,,72,
1029,jp,23,11,,,Japan,Aichi,Kariya,あま市,,,,153,
1030,jp,23,12,,,Japan,Aichi,Toyoda,長久手市,,,,415,
1031,jp,23,13,,,Japan,Aichi,Anjou,愛知郡東郷町,,,,188,
1032,jp,23,14,,,Japan,Aichi,Nishio,西春日井郡豊山町,,,,170,
1033,jp,23,15,,,Japan,Aichi,Kama,丹羽郡大口町,,,,78,
1034,jp,23,16,,,Japan,Aichi,Inuyama,丹羽郡扶桑町,,,,71,
1035,jp,23,17,,,Japan,Aichi,Tokoname,海部郡大治町,,,,59,
1036,jp,23,18,,,Japan,Aichi,Higashiizumachi,海部郡蟹江町,,,,98,
1037,jp,23,19,,,Japan,Aichi,Komaki,海部郡飛島村,,,,149,
1038,jp,23,20,,,Japan,Aichi,Inazawa,知多郡阿久比町,,,,133,
1039,jp,23,21,,,Japan,Aichi,Shinjou,知多郡東浦町,,,,42,
1040,jp,23,22,,,Japan,Aichi,Toukai,知多郡南知多町,,,,113,
1041,jp,23,23,,,Japan,Aichi,Oobu,知多郡美浜町,,,,93,
1042,jp,23,24,,,Japan,Aichi,Chita,知多郡武豊町,,,,83,
1043,jp,23,25,,,Japan,Aichi,Chiryuu,額田郡幸田町,,,,73,
1044,jp,23,26,,,Japan,Aichi,Kawazumachi,北設楽郡設楽町,,,,84,
1045,jp,23,27,,,Japan,Aichi,Takahama,北設楽郡東栄町,,,,49,
1046,jp,23,28,,,Japan,Aichi,Iwakura,北設楽郡豊根村,,,,48,
1047,jp,23,29,,,Japan,Aichi,Toyoake,津市,,,,68,
1048,jp,23,30,,,Japan,Aichi,Nisshin,四日市市,,,,94,
1049,jp,23,31,,,Japan,Aichi,Tahara,伊勢市,,,,58,
1050,jp,23,32,,,Japan,Aichi,Aisai,松阪市,,,,60,
1051,jp,23,33,,,Japan,Aichi,Kiyosu,桑名市,,,,69,
1052,jp,23,34,,,Japan,Aichi,Kitanagoya,鈴鹿市,,,,86,
1053,jp,23,35,,,Japan,Aichi,Yatomi,名張市,,,,44,
1054,jp,23,36,,,Japan,Aichi,Miyoshi,尾鷲市,,,,61,
1055,jp,23,37,,,Japan,Aichi,Ama,亀山市,,,,88,
1056,jp,23,38,,,Japan,Aichi,Nagakute,鳥羽市,,,,62,
1057,jp,23,39,,,Japan,Aichi,Aichitougou,熊野市,,,,44,
1058,jp,23,40,,,Japan,Aichi,Toyoyama,いなべ市,,,,16,
1059,jp,23,41,,,Japan,Aichi,Tanbaooguchi,志摩市,,,,24,
1060,jp,23,42,,,Japan,Aichi,Minamiizumachi,伊賀市,,,,35,
1061,jp,23,43,,,Japan,Aichi,Daiji,桑名郡木曽岬町,,,,34,
1062,jp,23,44,,,Japan,Aichi,Kanie,員弁郡東員町,,,,37,
1063,jp,23,45,,,Japan,Aichi,Tobishima,三重郡菰野町,,,,5,
1064,jp,23,46,,,Japan,Aichi,Chitaagui,三重郡朝日町,,,,28,
1065,jp,23,47,,,Japan,Aichi,Chitahigashiura,三重郡川越町,,,,50,
1066,jp,23,48,,,Japan,Aichi,Chitaminamichita,多気郡多気町,,,,16,
1067,jp,23,49,,,Japan,Aichi,Chitamihama,多気郡明和町,,,,21,
1068,jp,23,50,,,Japan,Aichi,Chitataketoyo,多気郡大台町,,,,43,
1069,jp,23,51,,,Japan,Aichi,Matsuzakimachi,度会郡玉城町,,,,42,
1070,jp,23,52,,,Japan,Aichi,Shitara,度会郡度会町,,,,4,
1071,jp,23,53,,,Japan,Aichi,Touei,度会郡大紀町,,,,3,
1072,jp,23,54,,,Japan,Aichi,Toyone,度会郡南伊勢町,,,,1,
1073,jp,24,,,,Japan,Mie,,北牟婁郡紀北町,,,,1741,
1074,jp,24,01,,,Japan,Mie,Tsu,南牟婁郡御浜町,,,,268,
1075,jp,24,02,,,Japan,Mie,Yokka,南牟婁郡紀宝町,,,,306,
1076,jp,24,03,,,Japan,Mie,Ise,大津市,,,,119,
1077,jp,24,04,,,Japan,Mie,Matsusaka,彦根市,,,,156,
1078,jp,24,05,,,Japan,Mie,Kuwana,長浜市,,,,138,
1079,jp,24,06,,,Japan,Mie,Suzuka,近江八幡市,,,,194,
1080,jp,24,07,,,Japan,Mie,Nabari,草津市,,,,74,
1081,jp,24,08,,,Japan,Mie,Owase,守山市,,,,16,
1082,jp,24,09,,,Japan,Mie,Kameyama,栗東市,,,,49,
1083,jp,24,10,,,Japan,Mie,Toba,甲賀市,,,,16,
1084,jp,24,11,,,Japan,Mie,Kumano,野洲市,,,,15,
1085,jp,24,12,,,Japan,Mie,Inabe,湖南市,,,,45,
1086,jp,24,13,,,Japan,Mie,Shima,高島市,,,,44,
1087,jp,24,14,,,Japan,Mie,Iga,東近江市,,,,85,
1088,jp,24,15,,,Japan,Mie,Kuwanakisomisaki,米原市,,,,6,
1089,jp,24,16,,,Japan,Mie,Inabetouin,蒲生郡日野町,,,,26,
1090,jp,24,17,,,Japan,Mie,Miekomono,蒲生郡竜王町,,,,41,
1091,jp,24,18,,,Japan,Mie,Mieasahi,愛知郡愛荘町,,,,11,
1092,jp,24,19,,,Japan,Mie,Miekawagoe,犬上郡豊郷町,,,,16,
1093,jp,24,20,,,Japan,Mie,Takitaki,犬上郡甲良町,,,,14,
1094,jp,24,21,,,Japan,Mie,Takimeiwa,犬上郡多賀町,,,,23,
1095,jp,24,22,,,Japan,Mie,Takioodai,京都市,,,,8,
1096,jp,24,23,,,Japan,Mie,Wataraitamaki,福知山市,,,,15,
1097,jp,24,24,,,Japan,Mie,Wataraiwatarai,舞鶴市,,,,8,
1098,jp,24,25,,,Japan,Mie,Wataraitaiki,綾部市,,,,7,
1099,jp,24,26,,,Japan,Mie,Wataraiminamiise,宇治市,,,,10,
1100,jp,24,27,,,Japan,Mie,Kitamurokihoku,宮津市,,,,14,
1101,jp,24,28,,,Japan,Mie,Minamimuromihama,亀岡市,,,,8,
1102,jp,24,29,,,Japan,Mie,Minamimurokihou,城陽市,,,,10,
1103,jp,25,,,,Japan,Shiga,,向日市,,,,1405,
1104,jp,25,01,,,Japan,Shiga,Ootsu,長岡京市,,,,344,
1105,jp,25,02,,,Japan,Shiga,Hikone,八幡市,,,,111,
1106,jp,25,03,,,Japan,Shiga,Nagahama,京田辺市,,,,112,
1107,jp,25,04,,,Japan,Shiga,Oumihachiman,京丹後市,,,,82,
1108,jp,25,05,,,Japan,Shiga,Kusatsu,南丹市,,,,141,
1109,jp,25,06,,,Japan,Shiga,Moriyama,木津川市,,,,86,
1110,jp,25,07,,,Japan,Shiga,Rittou,乙訓郡大山崎町,,,,70,
1111,jp,25,08,,,Japan,Shiga,Kouka,久世郡久御山町,,,,88,
1112,jp,25,09,,,Japan,Shiga,Yasu,綴喜郡井手町,,,,51,
1113,jp,25,10,,,Japan,Shiga,Konan,綴喜郡宇治田原町,,,,54,
1114,jp,25,11,,,Japan,Shiga,Takashima,相楽郡笠置町,,,,45,
1115,jp,25,12,,,Japan,Shiga,Higashioumi,相楽郡和束町,,,,111,
1116,jp,25,13,,,Japan,Shiga,Yonehara,相楽郡精華町,,,,37,
1117,jp,25,14,,,Japan,Shiga,Gamouhino,相楽郡南山城村,,,,21,
1118,jp,25,15,,,Japan,Shiga,Tsuwanomachi,船井郡京丹波町,,,,11,
1119,jp,25,16,,,Japan,Shiga,Aichiaishou,与謝郡伊根町,,,,21,
1120,jp,25,17,,,Japan,Shiga,Inukamitoyosato,与謝郡与謝野町,,,,7,
1121,jp,25,18,,,Japan,Shiga,Inukamikoura,大阪市,,,,6,
1122,jp,25,19,,,Japan,Shiga,Inukamitaga,堺市,,,,7,
1123,jp,26,,,,Japan,Kyoto,,岸和田市,,,,2472,
1124,jp,26,01,,,Japan,Kyoto,Kyouto,豊中市,,,,1374,
1125,jp,26,02,,,Japan,Kyoto,Fukuchiyama,池田市,,,,75,
1126,jp,26,03,,,Japan,Kyoto,Maizuru,吹田市,,,,75,
1127,jp,26,04,,,Japan,Kyoto,Ayabe,泉大津市,,,,31,
1128,jp,26,05,,,Japan,Kyoto,Uji,高槻市,,,,180,
1129,jp,26,06,,,Japan,Kyoto,Miyazu,貝塚市,,,,16,
1130,jp,26,07,,,Japan,Kyoto,Kameoka,守口市,,,,86,
1131,jp,26,08,,,Japan,Kyoto,Jouyou,枚方市,,,,73,
1132,jp,26,09,,,Japan,Kyoto,Kouhi,茨木市,,,,56,
1133,jp,26,10,,,Japan,Kyoto,Kyou,八尾市,,,,82,
1134,jp,26,11,,,Japan,Kyoto,Hachiman,泉佐野市,,,,69,
1135,jp,26,12,,,Japan,Kyoto,Kyoutanabe,富田林市,,,,72,
1136,jp,26,13,,,Japan,Kyoto,Kyoutango,寝屋川市,,,,50,
1137,jp,26,14,,,Japan,Kyoto,Nantan,河内長野市,,,,30,
1138,jp,26,15,,,Japan,Kyoto,Kizugawa,松原市,,,,79,
1139,jp,26,16,,,Japan,Kyoto,Otokuniooyamazaki,大東市,,,,17,
1140,jp,26,17,,,Japan,Kyoto,Kuzekumiyama,和泉市,,,,15,
1141,jp,26,18,,,Japan,Kyoto,Tsuzukiide,箕面市,,,,7,
1142,jp,26,19,,,Japan,Kyoto,Tsuzukiujitawara,柏原市,,,,9,
1143,jp,26,20,,,Japan,Kyoto,Sourakukasagi,羽曳野市,,,,1,
1144,jp,26,21,,,Japan,Kyoto,Sourakuwazuka,門真市,,,,3,
1145,jp,26,22,,,Japan,Kyoto,Sourakuseika,摂津市,,,,36,
1146,jp,26,23,,,Japan,Kyoto,Sourakuminamiyamashiro,高石市,,,,2,
1147,jp,26,24,,,Japan,Kyoto,Funaikyoutanba,藤井寺市,,,,12,
1148,jp,26,25,,,Japan,Kyoto,Yosaine,東大阪市,,,,2,
1149,jp,26,26,,,Japan,Kyoto,Yosayosano,泉南市,,,,19,
1150,jp,27,,,,Japan,Osaka,,四條畷市,,,,8772,
1151,jp,27,01,,,Japan,Osaka,Oosaka,交野市,,,,2779,
1152,jp,27,02,,,Japan,Osaka,Sakai,大阪狭山市,,,,812,
1153,jp,27,03,,,Japan,Osaka,Kishiwada,阪南市,,,,187,
1154,jp,27,04,,,Japan,Osaka,Toyonaka,三島郡島本町,,,,406,
1155,jp,27,05,,,Japan,Osaka,Ikeda,豊能郡豊能町,,,,103,
1156,jp,27,06,,,Japan,Osaka,Suita,豊能郡能勢町,,,,385,
1157,jp,27,07,,,Japan,Osaka,Izumiootsu,泉北郡忠岡町,,,,73,
1158,jp,27,08,,,Japan,Osaka,Takatsuki,泉南郡熊取町,,,,346,
1159,jp,27,09,,,Japan,Osaka,Kaizuka,泉南郡田尻町,,,,81,
1160,jp,27,10,,,Japan,Osaka,Moriguchi,泉南郡岬町,,,,141,
1161,jp,27,11,,,Japan,Osaka,Hirakata,南河内郡太子町,,,,392,
1162,jp,27,12,,,Japan,Osaka,Ibaraki,南河内郡河南町,,,,286,
1163,jp,27,13,,,Japan,Osaka,Yao,南河内郡千早赤阪村,,,,259,
1164,jp,27,14,,,Japan,Osaka,Izumisano,神戸市,,,,99,
1165,jp,27,15,,,Japan,Osaka,Tondabayashi,姫路市,,,,106,
1166,jp,27,16,,,Japan,Osaka,Neyagawa,尼崎市,,,,224,
1167,jp,27,17,,,Japan,Osaka,Kawachinagano,明石市,,,,98,
1168,jp,27,18,,,Japan,Osaka,Matsubara,西宮市,,,,116,
1169,jp,27,19,,,Japan,Osaka,Daitou,洲本市,,,,116,
1170,jp,27,20,,,Japan,Osaka,Izumi,芦屋市,,,,182,
1171,jp,27,21,,,Japan,Osaka,Minoo,伊丹市,,,,140,
1172,jp,27,22,,,Japan,Osaka,Kashiwabara,相生市,,,,66,
1173,jp,27,23,,,Japan,Osaka,Habikino,豊岡市,,,,107,
1174,jp,27,24,,,Japan,Osaka,Kadoma,加古川市,,,,116,
1175,jp,27,25,,,Japan,Osaka,Settsu,赤穂市,,,,86,
1176,jp,27,26,,,Japan,Osaka,Takaishi,西脇市,,,,56,
1177,jp,27,27,,,Japan,Osaka,Fujiidera,宝塚市,,,,62,
1178,jp,27,28,,,Japan,Osaka,Higashioosaka,三木市,,,,478,
1179,jp,27,29,,,Japan,Osaka,Sennan,高砂市,,,,58,
1180,jp,27,30,,,Japan,Osaka,Shijounawate,川西市,,,,54,
1181,jp,27,31,,,Japan,Osaka,Katano,小野市,,,,77,
1182,jp,27,32,,,Japan,Osaka,Oosakasayama,三田市,,,,58,
1183,jp,27,33,,,Japan,Osaka,Hannan,加西市,,,,50,
1184,jp,27,34,,,Japan,Osaka,Shimamoto,丹波篠山市,,,,32,
1185,jp,27,35,,,Japan,Osaka,Toyonotoyono,養父市,,,,18,
1186,jp,27,36,,,Japan,Osaka,Toyononose,丹波市,,,,9,
1187,jp,27,37,,,Japan,Osaka,Senbokutadaoka,南あわじ市,,,,16,
1188,jp,27,38,,,Japan,Osaka,Sennankumatori,朝来市,,,,43,
1189,jp,27,39,,,Japan,Osaka,Sennantajiri,淡路市,,,,8,
1190,jp,27,40,,,Japan,Osaka,Sennanmisaki,宍粟市,,,,14,
1191,jp,27,41,,,Japan,Osaka,Minamikawachitaishi,加東市,,,,13,
