a1,a2,a3,a4,a5,a6,"Num","x1","x2","x3","x4","x5","x1Name","x2Name","x3Name","x4Name","x5Name","account","subArea","Population(K)","GNI(M$)"
72109,福島県,二本松市,50358,7,2109,,,,,,,,,,,,,,,
72117,福島県,田村市,32982,7,2117,,,,,,,,,,,,,,,
72125,福島県,南相馬市,55774,7,2125,,,,,,,,,,,,,,,
72133,福島県,伊達市,55997,7,2133,,,,,,,,,,,,,,,
72141,福島県,本宮市,29712,7,2141,,,,,,,,,,,,,,,
73016,福島県,桑折町,10951,7,3016,,,,,,,,,,,,,,,
73032,福島県,国見町,8095,7,3032,,,,,,,,,,,,,,,
73083,福島県,川俣町,11412,7,3083,,,,,,,,,,,,,,,
73229,福島県,大玉村,8817,7,3229,,,,,,,,,,,,,,,
73423,福島県,鏡石町,12356,7,3423,,,,,,,,,,,,,,,
73440,福島県,天栄村,5171,7,3440,,,,,,,,,,,,,,,
73628,福島県,下郷町,4792,7,3628,,,,,,,,,,,,,,,
73644,福島県,檜枝岐村,484,7,3644,,,,,,,,,,,,,,,
73679,福島県,只見町,3690,7,3679,,,,,,,,,,,,,,,
73687,福島県,南会津町,13349,7,3687,,,,,,,,,,,,,,,
74021,福島県,北塩原村,2394,7,4021,,,,,,,,,,,,,,,
74055,福島県,西会津町,5408,7,4055,,,,,,,,,,,,,,,
74071,福島県,磐梯町,3151,7,4071,,,,,,,,,,,,,,,
74080,福島県,猪苗代町,12552,7,4080,,,,,,,,,,,,,,,
74217,福島県,会津坂下町,14217,7,4217,,,,,,,,,,,,,,,
74225,福島県,湯川村,2980,7,4225,,,,,,,,,,,,,,,
74233,福島県,柳津町,2841,7,4233,,,,,,,,,,,,,,,
74446,福島県,三島町,1327,7,4446,,,,,,,,,,,,,,,
74454,福島県,金山町,1749,7,4454,,,,,,,,,,,,,,,
74462,福島県,昭和村,1085,7,4462,,,,,,,,,,,,,,,
74471,福島県,会津美里町,18117,7,4471,,,,,,,,,,,,,,,
74616,福島県,西郷村,20616,7,4616,,,,,,,,,,,,,,,
74641,福島県,泉崎村,6092,7,4641,,,,,,,,,,,,,,,
74659,福島県,中島村,4732,7,4659,,,,,,,,,,,,,,,
74667,福島県,矢吹町,16807,7,4667,,,,,,,,,,,,,,,
74811,福島県,棚倉町,12789,7,4811,,,,,,,,,,,,,,,
74829,福島県,矢祭町,5145,7,4829,,,,,,,,,,,,,,,
74837,福島県,塙町,7821,7,4837,,,,,,,,,,,,,,,
74845,福島県,鮫川村,2846,7,4845,,,,,,,,,,,,,,,
75019,福島県,石川町,13654,7,5019,,,,,,,,,,,,,,,
75027,福島県,玉川村,6050,7,5027,,,,,,,,,,,,,,,
75035,福島県,平田村,5352,7,5035,,,,,,,,,,,,,,,
75043,福島県,浅川町,5782,7,5043,,,,,,,,,,,,,,,
75051,福島県,古殿町,4517,7,5051,,,,,,,,,,,,,,,
75213,福島県,三春町,16080,7,5213,,,,,,,,,,,,,,,
75221,福島県,小野町,8864,7,5221,,,,,,,,,,,,,,,
75418,福島県,広野町,4531,7,5418,,,,,,,,,,,,,,,
75426,福島県,楢葉町,6409,7,5426,,,,,,,,,,,,,,,
75434,福島県,富岡町,11316,7,5434,,,,,,,,,,,,,,,
75442,福島県,川内村,2233,7,5442,,,,,,,,,,,,,,,
75451,福島県,大熊町,9944,7,5451,,,,,,,,,,,,,,,
75469,福島県,双葉町,5294,7,5469,,,,,,,,,,,,,,,
75477,福島県,浪江町,14632,7,5477,,,,,,,,,,,,,,,
75485,福島県,葛尾村,1216,7,5485,,,,,,,,,,,,,,,
75612,福島県,新地町,7445,7,5612,,,,,,,,,,,,,,,
75647,福島県,飯舘村,4506,7,5647,,,,,,,,,,,,,,,
82015,茨城県,,2848597,8,,,,,,,,,,,,,,,,
82015,茨城県,水戸市,267467,8,2015,,,,,,,,,,,,,,,
82023,茨城県,日立市,163855,8,2023,,,,,,,,,,,,,,,
82031,茨城県,土浦市,141571,8,2031,,,,,,,,,,,,,,,
82040,茨城県,古河市,139812,8,2040,,,,,,,,,,,,,,,
82058,茨城県,石岡市,69937,8,2058,,,,,,,,,,,,,,,
82074,茨城県,結城市,49528,8,2074,,,,,,,,,,,,,,,
82082,茨城県,龍ケ崎市,74917,8,2082,,,,,,,,,,,,,,,
82104,茨城県,下妻市,42071,8,2104,,,,,,,,,,,,,,,
82112,茨城県,常総市,60596,8,2112,,,,,,,,,,,,,,,
82121,茨城県,常陸太田市,46390,8,2121,,,,,,,,,,,,,,,
82147,茨城県,高萩市,25769,8,2147,,,,,,,,,,,,,,,
82155,茨城県,北茨城市,40014,8,2155,,,,,,,,,,,,,,,
82163,茨城県,笠間市,72567,8,2163,,,,,,,,,,,,,,,
82171,茨城県,取手市,105872,8,2171,,,,,,,,,,,,,,,
82198,茨城県,牛久市,83820,8,2198,,,,,,,,,,,,,,,
82201,茨城県,つくば市,259000,8,2201,,,,,,,,,,,,,,,
82210,茨城県,ひたちなか市,154647,8,2210,,,,,,,,,,,,,,,
82228,茨城県,鹿嶋市,65217,8,2228,,,,,,,,,,,,,,,
82236,茨城県,潮来市,26088,8,2236,,,,,,,,,,,,,,,
82244,茨城県,守谷市,70900,8,2244,,,,,,,,,,,,,,,
82252,茨城県,常陸大宮市,37861,8,2252,,,,,,,,,,,,,,,
82261,茨城県,那珂市,53167,8,2261,,,,,,,,,,,,,,,
82279,茨城県,筑西市,99804,8,2279,,,,,,,,,,,,,,,
82287,茨城県,坂東市,52143,8,2287,,,,,,,,,,,,,,,
82295,茨城県,稲敷市,37012,8,2295,,,,,,,,,,,,,,,
82309,茨城県,かすみがうら市,39893,8,2309,,,,,,,,,,,,,,,
82317,茨城県,桜川市,37635,8,2317,,,,,,,,,,,,,,,
82325,茨城県,神栖市,93786,8,2325,,,,,,,,,,,,,,,
82333,茨城県,行方市,31505,8,2333,,,,,,,,,,,,,,,
82341,茨城県,鉾田市,46537,8,2341,,,,,,,,,,,,,,,
82350,茨城県,つくばみらい市,53503,8,2350,,,,,,,,,,,,,,,
82368,茨城県,小美玉市,48482,8,2368,,,,,,,,,,,,,,,
83020,茨城県,茨城町,30523,8,3020,,,,,,,,,,,,,,,
83097,茨城県,大洗町,15461,8,3097,,,,,,,,,,,,,,,
83101,茨城県,城里町,17708,8,3101,,,,,,,,,,,,,,,
83411,茨城県,東海村,38151,8,3411,,,,,,,,,,,,,,,
83640,茨城県,大子町,14516,8,3640,,,,,,,,,,,,,,,
84425,茨城県,美浦村,14156,8,4425,,,,,,,,,,,,,,,
84433,茨城県,阿見町,49643,8,4433,,,,,,,,,,,,,,,
84476,茨城県,河内町,7791,8,4476,,,,,,,,,,,,,,,
85219,茨城県,八千代町,21082,8,5219,,,,,,,,,,,,,,,
85421,茨城県,五霞町,7933,8,5421,,,,,,,,,,,,,,,
85464,茨城県,境町,24769,8,5464,,,,,,,,,,,,,,,
85642,茨城県,利根町,15498,8,5642,,,,,,,,,,,,,,,
92011,栃木県,,1904173,9,,,,,,,,,,,,,,,,
92011,栃木県,宇都宮市,514595,9,2011,,,,,,,,,,,,,,,
92029,栃木県,足利市,140055,9,2029,,,,,,,,,,,,,,,
92037,栃木県,栃木市,153088,9,2037,,,,,,,,,,,,,,,
92045,栃木県,佐野市,112988,9,2045,,,,,,,,,,,,,,,
92053,栃木県,鹿沼市,92895,9,2053,,,,,,,,,,,,,,,
92061,栃木県,日光市,75281,9,2061,,,,,,,,,,,,,,,
92088,栃木県,小山市,166874,9,2088,,,,,,,,,,,,,,,
92096,栃木県,真岡市,78284,9,2096,,,,,,,,,,,,,,,
92100,栃木県,大田原市,68053,9,2100,,,,,,,,,,,,,,,
92118,栃木県,矢板市,30117,9,2118,,,,,,,,,,,,,,,
92134,栃木県,那須塩原市,115611,9,2134,,,,,,,,,,,,,,,
92142,栃木県,さくら市,43760,9,2142,,,,,,,,,,,,,,,
92151,栃木県,那須烏山市,23482,9,2151,,,,,,,,,,,,,,,
92169,栃木県,下野市,59728,9,2169,,,,,,,,,,,,,,,
93017,栃木県,上三川町,30748,9,3017,,,,,,,,,,,,,,,
93424,栃木県,益子町,21360,9,3424,,,,,,,,,,,,,,,
93432,栃木県,茂木町,11408,9,3432,,,,,,,,,,,,,,,
93441,栃木県,市貝町,11073,9,3441,,,,,,,,,,,,,,,
93459,栃木県,芳賀町,15377,9,3459,,,,,,,,,,,,,,,
93611,栃木県,壬生町,38140,9,3611,,,,,,,,,,,,,,,
93645,栃木県,野木町,24869,9,3645,,,,,,,,,,,,,,,
93840,栃木県,塩谷町,9796,9,3840,,,,,,,,,,,,,,,
93866,栃木県,高根沢町,28770,9,3866,,,,,,,,,,,,,,,
94072,栃木県,那須町,23697,9,4072,,,,,,,,,,,,,,,
94111,栃木県,那珂川町,14124,9,4111,,,,,,,,,,,,,,,
102016,群馬県,,1907976,10,,,,,,,,,,,,,,,,
102016,群馬県,前橋市,329120,10,2016,,,,,,,,,,,,,,,
102024,群馬県,高崎市,365972,10,2024,,,,,,,,,,,,,,,
102032,群馬県,桐生市,101185,10,2032,,,,,,,,,,,,,,,
102041,群馬県,伊勢崎市,212084,10,2041,,,,,,,,,,,,,,,
102059,群馬県,太田市,223075,10,2059,,,,,,,,,,,,,,,
102067,群馬県,沼田市,43532,10,2067,,,,,,,,,,,,,,,
102075,群馬県,館林市,73667,10,2075,,,,,,,,,,,,,,,
102083,群馬県,渋川市,72090,10,2083,,,,,,,,,,,,,,,
102091,群馬県,藤岡市,61551,10,2091,,,,,,,,,,,,,,,
102105,群馬県,富岡市,45172,10,2105,,,,,,,,,,,,,,,
102113,群馬県,安中市,53790,10,2113,,,,,,,,,,,,,,,
102121,群馬県,みどり市,48470,10,2121,,,,,,,,,,,,,,,
103446,群馬県,榛東村,14634,10,3446,,,,,,,,,,,,,,,
103454,群馬県,吉岡町,22643,10,3454,,,,,,,,,,,,,,,
103667,群馬県,上野村,1011,10,3667,,,,,,,,,,,,,,,
103675,群馬県,神流町,1511,10,3675,,,,,,,,,,,,,,,
103829,群馬県,下仁田町,6133,10,3829,,,,,,,,,,,,,,,
103837,群馬県,南牧村,1427,10,3837,,,,,,,,,,,,,,,
103845,群馬県,甘楽町,12368,10,3845,,,,,,,,,,,,,,,
104213,群馬県,中之条町,14326,10,4213,,,,,,,,,,,,,,,
104248,群馬県,長野原町,5082,10,4248,,,,,,,,,,,,,,,
104256,群馬県,嬬恋村,9073,10,4256,,,,,,,,,,,,,,,
104264,群馬県,草津町,6055,10,4264,,,,,,,,,,,,,,,
104281,群馬県,高山村,3260,10,4281,,,,,,,,,,,,,,,
104299,群馬県,東吾妻町,12061,10,4299,,,,,,,,,,,,,,,
104434,群馬県,片品村,3928,10,4434,,,,,,,,,,,,,,,
104442,群馬県,川場村,2973,10,4442,,,,,,,,,,,,,,,
104485,群馬県,昭和村,6938,10,4485,,,,,,,,,,,,,,,
104493,群馬県,みなかみ町,16954,10,4493,,,,,,,,,,,,,,,
104647,群馬県,玉村町,35620,10,4647,,,,,,,,,,,,,,,
105210,群馬県,板倉町,13461,10,5210,,,,,,,,,,,,,,,
105228,群馬県,明和町,10751,10,5228,,,,,,,,,,,,,,,
105236,群馬県,千代田町,10848,10,5236,,,,,,,,,,,,,,,
105244,群馬県,大泉町,41653,10,5244,,,,,,,,,,,,,,,
105252,群馬県,邑楽町,25558,10,5252,,,,,,,,,,,,,,,
111007,埼玉県,,7374294,11,,,,,,,,,,,,,,,,
111007,埼玉県,さいたま市,1350500,11,1007,,,,,,,,,,,,,,,
112011,埼玉県,川越市,352805,11,2011,,,,,,,,,,,,,,,
112020,埼玉県,熊谷市,190927,11,2020,,,,,,,,,,,,,,,
112038,埼玉県,川口市,607447,11,2038,,,,,,,,,,,,,,,
112062,埼玉県,行田市,77854,11,2062,,,,,,,,,,,,,,,
112071,埼玉県,秩父市,57212,11,2071,,,,,,,,,,,,,,,
112089,埼玉県,所沢市,342520,11,2089,,,,,,,,,,,,,,,
112097,埼玉県,飯能市,77963,11,2097,,,,,,,,,,,,,,,
112101,埼玉県,加須市,112018,11,2101,,,,,,,,,,,,,,,
112119,埼玉県,本庄市,76783,11,2119,,,,,,,,,,,,,,,
112127,埼玉県,東松山市,91256,11,2127,,,,,,,,,,,,,,,
112143,埼玉県,春日部市,229656,11,2143,,,,,,,,,,,,,,,
112151,埼玉県,狭山市,148221,11,2151,,,,,,,,,,,,,,,
112160,埼玉県,羽生市,53696,11,2160,,,,,,,,,,,,,,,
112178,埼玉県,鴻巣市,117564,11,2178,,,,,,,,,,,,,,,
112186,埼玉県,深谷市,140809,11,2186,,,,,,,,,,,,,,,
112194,埼玉県,上尾市,230066,11,2194,,,,,,,,,,,,,,,
112216,埼玉県,草加市,251992,11,2216,,,,,,,,,,,,,,,
112224,埼玉県,越谷市,342327,11,2224,,,,,,,,,,,,,,,
112232,埼玉県,蕨市,76342,11,2232,,,,,,,,,,,,,,,
112241,埼玉県,戸田市,142070,11,2241,,,,,,,,,,,,,,,
112259,埼玉県,入間市,143412,11,2259,,,,,,,,,,,,,,,
112275,埼玉県,朝霞市,145938,11,2275,,,,,,,,,,,,,,,
112283,埼玉県,志木市,76153,11,2283,,,,,,,,,,,,,,,
112291,埼玉県,和光市,84890,11,2291,,,,,,,,,,,,,,,
112305,埼玉県,新座市,166412,11,2305,,,,,,,,,,,,,,,
112313,埼玉県,桶川市,74172,11,2313,,,,,,,,,,,,,,,
112321,埼玉県,久喜市,150976,11,2321,,,,,,,,,,,,,,,
112330,埼玉県,北本市,65274,11,2330,,,,,,,,,,,,,,,
112348,埼玉県,八潮市,93655,11,2348,,,,,,,,,,,,,,,
112356,埼玉県,富士見市,113404,11,2356,,,,,,,,,,,,,,,
112372,埼玉県,三郷市,142152,11,2372,,,,,,,,,,,,,,,
112381,埼玉県,蓮田市,61111,11,2381,,,,,,,,,,,,,,,
112399,埼玉県,坂戸市,99632,11,2399,,,,,,,,,,,,,,,
112402,埼玉県,幸手市,48801,11,2402,,,,,,,,,,,,,,,
112411,埼玉県,鶴ヶ島市,69836,11,2411,,,,,,,,,,,,,,,
112429,埼玉県,日高市,54192,11,2429,,,,,,,,,,,,,,,
112437,埼玉県,吉川市,72396,11,2437,,,,,,,,,,,,,,,
112453,埼玉県,ふじみ野市,114559,11,2453,,,,,,,,,,,,,,,
112461,埼玉県,白岡市,52404,11,2461,,,,,,,,,,,,,,,
113018,埼玉県,伊奈町,45042,11,3018,,,,,,,,,,,,,,,
113247,埼玉県,三芳町,37377,11,3247,,,,,,,,,,,,,,,
113263,埼玉県,毛呂山町,32043,11,3263,,,,,,,,,,,,,,,
113271,埼玉県,越生町,10757,11,3271,,,,,,,,,,,,,,,
113417,埼玉県,滑川町,19757,11,3417,,,,,,,,,,,,,,,
113425,埼玉県,嵐山町,17328,11,3425,,,,,,,,,,,,,,,
113433,埼玉県,小川町,27448,11,3433,,,,,,,,,,,,,,,
113468,埼玉県,川島町,18671,11,3468,,,,,,,,,,,,,,,
113476,埼玉県,吉見町,17620,11,3476,,,,,,,,,,,,,,,
113484,埼玉県,鳩山町,12782,11,3484,,,,,,,,,,,,,,,
113492,埼玉県,ときがわ町,10220,11,3492,,,,,,,,,,,,,,,
113611,埼玉県,横瀬町,7601,11,3611,,,,,,,,,,,,,,,
113620,埼玉県,皆野町,8878,11,3620,,,,,,,,,,,,,,,
113638,埼玉県,長瀞町,6367,11,3638,,,,,,,,,,,,,,,
113654,埼玉県,小鹿野町,10061,11,3654,,,,,,,,,,,,,,,
113697,埼玉県,東秩父村,2406,11,3697,,,,,,,,,,,,,,,
113816,埼玉県,美里町,10685,11,3816,,,,,,,,,,,,,,,
113832,埼玉県,神川町,12759,11,3832,,,,,,,,,,,,,,,
113859,埼玉県,上里町,30530,11,3859,,,,,,,,,,,,,,,
114081,埼玉県,寄居町,31675,11,4081,,,,,,,,,,,,,,,
114421,埼玉県,宮代町,33471,11,4421,,,,,,,,,,,,,,,
114642,埼玉県,杉戸町,43562,11,4642,,,,,,,,,,,,,,,
114651,埼玉県,松伏町,27857,11,4651,,,,,,,,,,,,,,,
121002,千葉県,,6311579,12,,,,,,,,,,,,,,,,
121002,千葉県,千葉市,983896,12,1002,,,,,,,,,,,,,,,
122025,千葉県,銚子市,53986,12,2025,,,,,,,,,,,,,,,
122033,千葉県,市川市,494720,12,2033,,,,,,,,,,,,,,,
122041,千葉県,船橋市,649393,12,2041,,,,,,,,,,,,,,,
122050,千葉県,館山市,43554,12,2050,,,,,,,,,,,,,,,
122068,千葉県,木更津市,136843,12,2068,,,,,,,,,,,,,,,
122076,千葉県,松戸市,500395,12,2076,,,,,,,,,,,,,,,
122084,千葉県,野田市,153538,12,2084,,,,,,,,,,,,,,,
122106,千葉県,茂原市,85861,12,2106,,,,,,,,,,,,,,,
122114,千葉県,成田市,133099,12,2114,,,,,,,,,,,,,,,
122122,千葉県,佐倉市,169506,12,2122,,,,,,,,,,,,,,,
122131,千葉県,東金市,56524,12,2131,,,,,,,,,,,,,,,
122157,千葉県,旭市,61986,12,2157,,,,,,,,,,,,,,,
122165,千葉県,習志野市,175105,12,2165,,,,,,,,,,,,,,,
122173,千葉県,柏市,437634,12,2173,,,,,,,,,,,,,,,
122181,千葉県,勝浦市,15213,12,2181,,,,,,,,,,,,,,,
122190,千葉県,市原市,266861,12,2190,,,,,,,,,,,,,,,
122203,千葉県,流山市,212562,12,2203,,,,,,,,,,,,,,,
122211,千葉県,八千代市,206692,12,2211,,,,,,,,,,,,,,,
122220,千葉県,我孫子市,131317,12,2220,,,,,,,,,,,,,,,
122238,千葉県,鴨川市,30209,12,2238,,,,,,,,,,,,,,,
122246,千葉県,鎌ケ谷市,109757,12,2246,,,,,,,,,,,,,,,
122254,千葉県,君津市,79520,12,2254,,,,,,,,,,,,,,,
122262,千葉県,富津市,40427,12,2262,,,,,,,,,,,,,,,
122271,千葉県,浦安市,171322,12,2271,,,,,,,,,,,,,,,
122289,千葉県,四街道市,96424,12,2289,,,,,,,,,,,,,,,
122297,千葉県,袖ケ浦市,66091,12,2297,,,,,,,,,,,,,,,
122301,千葉県,八街市,66631,12,2301,,,,,,,,,,,,,,,
122319,千葉県,印西市,111731,12,2319,,,,,,,,,,,,,,,
122327,千葉県,白井市,62218,12,2327,,,,,,,,,,,,,,,
122335,千葉県,富里市,49999,12,2335,,,,,,,,,,,,,,,
122343,千葉県,南房総市,34066,12,2343,,,,,,,,,,,,,,,
122351,千葉県,匝瑳市,33294,12,2351,,,,,,,,,,,,,,,
122360,千葉県,香取市,69575,12,2360,,,,,,,,,,,,,,,
122378,千葉県,山武市,47745,12,2378,,,,,,,,,,,,,,,
122386,千葉県,いすみ市,34705,12,2386,,,,,,,,,,,,,,,
122394,千葉県,大網白里市,47660,12,2394,,,,,,,,,,,,,,,
123226,千葉県,酒々井町,20095,12,3226,,,,,,,,,,,,,,,
123293,千葉県,栄町,19624,12,3293,,,,,,,,,,,,,,,
123421,千葉県,神崎町,5634,12,3421,,,,,,,,,,,,,,,
123471,千葉県,多古町,13426,12,3471,,,,,,,,,,,,,,,
123498,千葉県,東庄町,12607,12,3498,,,,,,,,,,,,,,,
124036,千葉県,九十九里町,14004,12,4036,,,,,,,,,,,,,,,
124095,千葉県,芝山町,6644,12,4095,,,,,,,,,,,,,,,
124109,千葉県,横芝光町,22095,12,4109,,,,,,,,,,,,,,,
124214,千葉県,一宮町,12294,12,4214,,,,,,,,,,,,,,,
124222,千葉県,睦沢町,6549,12,4222,,,,,,,,,,,,,,,
124231,千葉県,長生村,13269,12,4231,,,,,,,,,,,,,,,
124249,千葉県,白子町,10376,12,4249,,,,,,,,,,,,,,,
124265,千葉県,長柄町,6233,12,4265,,,,,,,,,,,,,,,
124273,千葉県,長南町,7074,12,4273,,,,,,,,,,,,,,,
124419,千葉県,大多喜町,8005,12,4419,,,,,,,,,,,,,,,
124435,千葉県,御宿町,6912,12,4435,,,,,,,,,,,,,,,
124630,千葉県,鋸南町,6679,12,4630,,,,,,,,,,,,,,,
131016,東京都,,14002534,13,,,,,,,,,,,,,,,,
131016,東京都,千代田区,68835,13,1016,,,,,,,,,,,,,,,
131024,東京都,中央区,187404,13,1024,,,,,,,,,,,,,,,
131032,東京都,港区,267780,13,1032,,,,,,,,,,,,,,,
131041,東京都,新宿区,352717,13,1041,,,,,,,,,,,,,,,
131059,東京都,文京区,235345,13,1059,,,,,,,,,,,,,,,
131067,東京都,台東区,216084,13,1067,,,,,,,,,,,,,,,
131075,東京都,墨田区,287302,13,1075,,,,,,,,,,,,,,,
131083,東京都,江東区,541685,13,1083,,,,,,,,,,,,,,,
131091,東京都,品川区,412786,13,1091,,,,,,,,,,,,,,,
131105,東京都,目黒区,281400,13,1105,,,,,,,,,,,,,,,
131113,東京都,大田区,740519,13,1113,,,,,,,,,,,,,,,
131121,東京都,世田谷区,923210,13,1121,,,,,,,,,,,,,,,
131130,東京都,渋谷区,231402,13,1130,,,,,,,,,,,,,,,
131148,東京都,中野区,341322,13,1148,,,,,,,,,,,,,,,
131156,東京都,杉並区,577147,13,1156,,,,,,,,,,,,,,,
131164,東京都,豊島区,294644,13,1164,,,,,,,,,,,,,,,
131172,東京都,北区,362089,13,1172,,,,,,,,,,,,,,,
131181,東京都,荒川区,222278,13,1181,,,,,,,,,,,,,,,
131199,東京都,板橋区,578914,13,1199,,,,,,,,,,,,,,,
131202,東京都,練馬区,745927,13,1202,,,,,,,,,,,,,,,
131211,東京都,足立区,698276,13,1211,,,,,,,,,,,,,,,
131229,東京都,葛飾区,469916,13,1229,,,,,,,,,,,,,,,
131237,東京都,江戸川区,693570,13,1237,,,,,,,,,,,,,,,
132012,東京都,八王子市,559083,13,2012,,,,,,,,,,,,,,,
132021,東京都,立川市,186257,13,2021,,,,,,,,,,,,,,,
132039,東京都,武蔵野市,148034,13,2039,,,,,,,,,,,,,,,
132047,東京都,三鷹市,190497,13,2047,,,,,,,,,,,,,,,
132055,東京都,青梅市,129105,13,2055,,,,,,,,,,,,,,,
132063,東京都,府中市,260998,13,2063,,,,,,,,,,,,,,,
132071,東京都,昭島市,115632,13,2071,,,,,,,,,,,,,,,
132080,東京都,調布市,239348,13,2080,,,,,,,,,,,,,,,
132098,東京都,町田市,430170,13,2098,,,,,,,,,,,,,,,
132101,東京都,小金井市,125174,13,2101,,,,,,,,,,,,,,,
132110,東京都,小平市,196799,13,2110,,,,,,,,,,,,,,,
132128,東京都,日野市,188477,13,2128,,,,,,,,,,,,,,,
132136,東京都,東村山市,151795,13,2136,,,,,,,,,,,,,,,
132144,東京都,国分寺市,129500,13,2144,,,,,,,,,,,,,,,
132152,東京都,国立市,76079,13,2152,,,,,,,,,,,,,,,
132187,東京都,福生市,56582,13,2187,,,,,,,,,,,,,,,
132195,東京都,狛江市,82048,13,2195,,,,,,,,,,,,,,,
132209,東京都,東大和市,84996,13,2209,,,,,,,,,,,,,,,
132217,東京都,清瀬市,75011,13,2217,,,,,,,,,,,,,,,
132225,東京都,東久留米市,116325,13,2225,,,,,,,,,,,,,,,
132233,東京都,武蔵村山市,70696,13,2233,,,,,,,,,,,,,,,
132241,東京都,多摩市,148084,13,2241,,,,,,,,,,,,,,,
132250,東京都,稲城市,93916,13,2250,,,,,,,,,,,,,,,
132276,東京都,羽村市,54126,13,2276,,,,,,,,,,,,,,,
132284,東京都,あきる野市,79244,13,2284,,,,,,,,,,,,,,,
132292,東京都,西東京市,206245,13,2292,,,,,,,,,,,,,,,
133035,東京都,瑞穂町,32013,13,3035,,,,,,,,,,,,,,,
133051,東京都,日の出町,16061,13,3051,,,,,,,,,,,,,,,
133078,東京都,檜原村,1923,13,3078,,,,,,,,,,,,,,,
133086,東京都,奥多摩町,4492,13,3086,,,,,,,,,,,,,,,
133612,東京都,大島町,6813,13,3612,,,,,,,,,,,,,,,
133621,東京都,利島村,300,13,3621,,,,,,,,,,,,,,,
133639,東京都,新島村,2415,13,3639,,,,,,,,,,,,,,,
133647,東京都,神津島村,1737,13,3647,,,,,,,,,,,,,,,
133817,東京都,三宅村,2211,13,3817,,,,,,,,,,,,,,,
133825,東京都,御蔵島村,302,13,3825,,,,,,,,,,,,,,,
134015,東京都,八丈町,6838,13,4015,,,,,,,,,,,,,,,
134023,東京都,青ヶ島村,160,13,4023,,,,,,,,,,,,,,,
134210,東京都,小笠原村,2496,13,4210,,,,,,,,,,,,,,,
141003,神奈川県,,9202559,14,,,,,,,,,,,,,,,,
141003,神奈川県,横浜市,3753398,14,1003,,,,,,,,,,,,,,,
141305,神奈川県,川崎市,1535141,14,1305,,,,,,,,,,,,,,,
141500,神奈川県,相模原市,716494,14,1500,,,,,,,,,,,,,,,
142018,神奈川県,横須賀市,379041,14,2018,,,,,,,,,,,,,,,
142034,神奈川県,平塚市,256549,14,2034,,,,,,,,,,,,,,,
142042,神奈川県,鎌倉市,174535,14,2042,,,,,,,,,,,,,,,
142051,神奈川県,藤沢市,445041,14,2051,,,,,,,,,,,,,,,
142069,神奈川県,小田原市,186464,14,2069,,,,,,,,,,,,,,,
142077,神奈川県,茅ヶ崎市,247345,14,2077,,,,,,,,,,,,,,,
142085,神奈川県,逗子市,57827,14,2085,,,,,,,,,,,,,,,
142107,神奈川県,三浦市,39842,14,2107,,,,,,,,,,,,,,,
142115,神奈川県,秦野市,158573,14,2115,,,,,,,,,,,,,,,
142123,神奈川県,厚木市,223424,14,2123,,,,,,,,,,,,,,,
142131,神奈川県,大和市,245750,14,2131,,,,,,,,,,,,,,,
142140,神奈川県,伊勢原市,99816,14,2140,,,,,,,,,,,,,,,
142158,神奈川県,海老名市,140763,14,2158,,,,,,,,,,,,,,,
142166,神奈川県,座間市,131219,14,2166,,,,,,,,,,,,,,,
