a1,a2,a3,a4,a5,a6,"Num","x1","x2","x3","x4","x5","x1Name","x2Name","x3Name","x4Name","x5Name","account","subArea","Population(K)","GNI(M$)"
142174,神奈川県,南足柄市,40164,14,2174,,,,,,,,,,,,,,,
142182,神奈川県,綾瀬市,83952,14,2182,,,,,,,,,,,,,,,
143014,神奈川県,葉山町,31813,14,3014,,,,,,,,,,,,,,,
143219,神奈川県,寒川町,48997,14,3219,,,,,,,,,,,,,,,
143413,神奈川県,大磯町,31757,14,3413,,,,,,,,,,,,,,,
143421,神奈川県,二宮町,27415,14,3421,,,,,,,,,,,,,,,
143618,神奈川県,中井町,8901,14,3618,,,,,,,,,,,,,,,
143626,神奈川県,大井町,17426,14,3626,,,,,,,,,,,,,,,
143634,神奈川県,松田町,10419,14,3634,,,,,,,,,,,,,,,
143642,神奈川県,山北町,9263,14,3642,,,,,,,,,,,,,,,
143669,神奈川県,開成町,18566,14,3669,,,,,,,,,,,,,,,
143821,神奈川県,箱根町,10835,14,3821,,,,,,,,,,,,,,,
143839,神奈川県,真鶴町,6553,14,3839,,,,,,,,,,,,,,,
143847,神奈川県,湯河原町,23183,14,3847,,,,,,,,,,,,,,,
144011,神奈川県,愛川町,39377,14,4011,,,,,,,,,,,,,,,
144029,神奈川県,清川村,2716,14,4029,,,,,,,,,,,,,,,
151009,新潟県,,2110754,15,,,,,,,,,,,,,,,,
151009,新潟県,新潟市,761503,15,1009,,,,,,,,,,,,,,,
152021,新潟県,長岡市,255261,15,2021,,,,,,,,,,,,,,,
152048,新潟県,三条市,91178,15,2048,,,,,,,,,,,,,,,
152056,新潟県,柏崎市,76217,15,2056,,,,,,,,,,,,,,,
152064,新潟県,新発田市,91677,15,2064,,,,,,,,,,,,,,,
152081,新潟県,小千谷市,32602,15,2081,,,,,,,,,,,,,,,
152099,新潟県,加茂市,24079,15,2099,,,,,,,,,,,,,,,
152102,新潟県,十日町市,47124,15,2102,,,,,,,,,,,,,,,
152111,新潟県,見附市,38061,15,2111,,,,,,,,,,,,,,,
152129,新潟県,村上市,53492,15,2129,,,,,,,,,,,,,,,
152137,新潟県,燕市,75935,15,2137,,,,,,,,,,,,,,,
152161,新潟県,糸魚川市,38041,15,2161,,,,,,,,,,,,,,,
152170,新潟県,妙高市,29514,15,2170,,,,,,,,,,,,,,,
152188,新潟県,五泉市,45690,15,2188,,,,,,,,,,,,,,,
152226,新潟県,上越市,180440,15,2226,,,,,,,,,,,,,,,
152234,新潟県,阿賀野市,39165,15,2234,,,,,,,,,,,,,,,
152242,新潟県,佐渡市,48103,15,2242,,,,,,,,,,,,,,,
152251,新潟県,魚沼市,32522,15,2251,,,,,,,,,,,,,,,
152269,新潟県,南魚沼市,52376,15,2269,,,,,,,,,,,,,,,
152277,新潟県,胎内市,26791,15,2277,,,,,,,,,,,,,,,
153079,新潟県,聖籠町,13986,15,3079,,,,,,,,,,,,,,,
153427,新潟県,弥彦村,7534,15,3427,,,,,,,,,,,,,,,
153613,新潟県,田上町,10581,15,3613,,,,,,,,,,,,,,,
153851,新潟県,阿賀町,9047,15,3851,,,,,,,,,,,,,,,
154059,新潟県,出雲崎町,3886,15,4059,,,,,,,,,,,,,,,
154610,新潟県,湯沢町,8268,15,4610,,,,,,,,,,,,,,,
154822,新潟県,津南町,8456,15,4822,,,,,,,,,,,,,,,
155047,新潟県,刈羽村,4222,15,5047,,,,,,,,,,,,,,,
155811,新潟県,関川村,4691,15,5811,,,,,,,,,,,,,,,
155861,新潟県,粟島浦村,312,15,5861,,,,,,,,,,,,,,,
162019,富山県,,1008536,16,,,,,,,,,,,,,,,,
162019,富山県,富山市,403757,16,2019,,,,,,,,,,,,,,,
162027,富山県,高岡市,162672,16,2027,,,,,,,,,,,,,,,
162043,富山県,魚津市,38617,16,2043,,,,,,,,,,,,,,,
162051,富山県,氷見市,42167,16,2051,,,,,,,,,,,,,,,
162060,富山県,滑川市,32489,16,2060,,,,,,,,,,,,,,,
162078,富山県,黒部市,39155,16,2078,,,,,,,,,,,,,,,
162086,富山県,砺波市,46674,16,2086,,,,,,,,,,,,,,,
162094,富山県,小矢部市,27857,16,2094,,,,,,,,,,,,,,,
162108,富山県,南砺市,46071,16,2108,,,,,,,,,,,,,,,
162116,富山県,射水市,90184,16,2116,,,,,,,,,,,,,,,
163210,富山県,舟橋村,3313,16,3210,,,,,,,,,,,,,,,
163228,富山県,上市町,18657,16,3228,,,,,,,,,,,,,,,
163236,富山県,立山町,24294,16,3236,,,,,,,,,,,,,,,
163422,富山県,入善町,22256,16,3422,,,,,,,,,,,,,,,
163431,富山県,朝日町,10373,16,3431,,,,,,,,,,,,,,,
172014,石川県,,1098121,17,,,,,,,,,,,,,,,,
172014,石川県,金沢市,443123,17,2014,,,,,,,,,,,,,,,
172022,石川県,七尾市,46500,17,2022,,,,,,,,,,,,,,,
172031,石川県,小松市,105475,17,2031,,,,,,,,,,,,,,,
172049,石川県,輪島市,20928,17,2049,,,,,,,,,,,,,,,
172057,石川県,珠洲市,11374,17,2057,,,,,,,,,,,,,,,
172065,石川県,加賀市,61703,17,2065,,,,,,,,,,,,,,,
172073,石川県,羽咋市,19585,17,2073,,,,,,,,,,,,,,,
172090,石川県,かほく市,36200,17,2090,,,,,,,,,,,,,,,
172103,石川県,白山市,112524,17,2103,,,,,,,,,,,,,,,
172111,石川県,能美市,49704,17,2111,,,,,,,,,,,,,,,
172120,石川県,野々市市,54583,17,2120,,,,,,,,,,,,,,,
173240,石川県,川北町,6041,17,3240,,,,,,,,,,,,,,,
173614,石川県,津幡町,37521,17,3614,,,,,,,,,,,,,,,
173657,石川県,内灘町,25662,17,3657,,,,,,,,,,,,,,,
173843,石川県,志賀町,17609,17,3843,,,,,,,,,,,,,,,
173860,石川県,宝達志水町,11822,17,3860,,,,,,,,,,,,,,,
174076,石川県,中能登町,16529,17,4076,,,,,,,,,,,,,,,
174611,石川県,穴水町,6907,17,4611,,,,,,,,,,,,,,,
174637,石川県,能登町,14331,17,4637,,,,,,,,,,,,,,,
182010,福井県,,746690,18,,,,,,,,,,,,,,,,
182010,福井県,福井市,254029,18,2010,,,,,,,,,,,,,,,
182028,福井県,敦賀市,62382,18,2028,,,,,,,,,,,,,,,
182044,福井県,小浜市,27644,18,2044,,,,,,,,,,,,,,,
182052,福井県,大野市,29821,18,2052,,,,,,,,,,,,,,,
182061,福井県,勝山市,21056,18,2061,,,,,,,,,,,,,,,
182079,福井県,鯖江市,68302,18,2079,,,,,,,,,,,,,,,
182087,福井県,あわら市,26306,18,2087,,,,,,,,,,,,,,,
182095,福井県,越前市,80418,18,2095,,,,,,,,,,,,,,,
182109,福井県,坂井市,88430,18,2109,,,,,,,,,,,,,,,
183229,福井県,永平寺町,17644,18,3229,,,,,,,,,,,,,,,
183822,福井県,池田町,2186,18,3822,,,,,,,,,,,,,,,
184047,福井県,南越前町,9448,18,4047,,,,,,,,,,,,,,,
184233,福井県,越前町,19769,18,4233,,,,,,,,,,,,,,,
184420,福井県,美浜町,8676,18,4420,,,,,,,,,,,,,,,
184811,福井県,高浜町,9544,18,4811,,,,,,,,,,,,,,,
184837,福井県,おおい町,7681,18,4837,,,,,,,,,,,,,,,
185019,福井県,若狭町,13354,18,5019,,,,,,,,,,,,,,,
192015,山梨県,,801056,19,,,,,,,,,,,,,,,,
192015,山梨県,甲府市,183850,19,2015,,,,,,,,,,,,,,,
192023,山梨県,富士吉田市,46364,19,2023,,,,,,,,,,,,,,,
192040,山梨県,都留市,28509,19,2040,,,,,,,,,,,,,,,
192058,山梨県,山梨市,32710,19,2058,,,,,,,,,,,,,,,
192066,山梨県,大月市,21314,19,2066,,,,,,,,,,,,,,,
192074,山梨県,韮崎市,27798,19,2074,,,,,,,,,,,,,,,
192082,山梨県,南アルプス市,71726,19,2082,,,,,,,,,,,,,,,
192091,山梨県,北杜市,45380,19,2091,,,,,,,,,,,,,,,
192104,山梨県,甲斐市,76370,19,2104,,,,,,,,,,,,,,,
192112,山梨県,笛吹市,66857,19,2112,,,,,,,,,,,,,,,
192121,山梨県,上野原市,21208,19,2121,,,,,,,,,,,,,,,
192139,山梨県,甲州市,29079,19,2139,,,,,,,,,,,,,,,
192147,山梨県,中央市,30597,19,2147,,,,,,,,,,,,,,,
193461,山梨県,市川三郷町,14434,19,3461,,,,,,,,,,,,,,,
193640,山梨県,早川町,859,19,3640,,,,,,,,,,,,,,,
193658,山梨県,身延町,9677,19,3658,,,,,,,,,,,,,,,
193666,山梨県,南部町,6765,19,3666,,,,,,,,,,,,,,,
193682,山梨県,富士川町,13926,19,3682,,,,,,,,,,,,,,,
193844,山梨県,昭和町,21387,19,3844,,,,,,,,,,,,,,,
194221,山梨県,道志村,1509,19,4221,,,,,,,,,,,,,,,
194239,山梨県,西桂町,3888,19,4239,,,,,,,,,,,,,,,
194247,山梨県,忍野村,9737,19,4247,,,,,,,,,,,,,,,
194255,山梨県,山中湖村,5822,19,4255,,,,,,,,,,,,,,,
194298,山梨県,鳴沢村,3058,19,4298,,,,,,,,,,,,,,,
194301,山梨県,富士河口湖町,27115,19,4301,,,,,,,,,,,,,,,
194425,山梨県,小菅村,616,19,4425,,,,,,,,,,,,,,,
194433,山梨県,丹波山村,501,19,4433,,,,,,,,,,,,,,,
202011,長野県,,2012399,20,,,,,,,,,,,,,,,,
202011,長野県,長野市,362609,20,2011,,,,,,,,,,,,,,,
202029,長野県,松本市,234111,20,2029,,,,,,,,,,,,,,,
202037,長野県,上田市,151540,20,2037,,,,,,,,,,,,,,,
202045,長野県,岡谷市,46469,20,2045,,,,,,,,,,,,,,,
202053,長野県,飯田市,94944,20,2053,,,,,,,,,,,,,,,
202061,長野県,諏訪市,47559,20,2061,,,,,,,,,,,,,,,
202070,長野県,須坂市,49149,20,2070,,,,,,,,,,,,,,,
202088,長野県,小諸市,41248,20,2088,,,,,,,,,,,,,,,
202096,長野県,伊那市,64901,20,2096,,,,,,,,,,,,,,,
202100,長野県,駒ヶ根市,31325,20,2100,,,,,,,,,,,,,,,
202118,長野県,中野市,42162,20,2118,,,,,,,,,,,,,,,
202126,長野県,大町市,25301,20,2126,,,,,,,,,,,,,,,
202134,長野県,飯山市,18812,20,2134,,,,,,,,,,,,,,,
202142,長野県,茅野市,54066,20,2142,,,,,,,,,,,,,,,
202151,長野県,塩尻市,65205,20,2151,,,,,,,,,,,,,,,
202177,長野県,佐久市,97380,20,2177,,,,,,,,,,,,,,,
202185,長野県,千曲市,58845,20,2185,,,,,,,,,,,,,,,
202193,長野県,東御市,28958,20,2193,,,,,,,,,,,,,,,
202207,長野県,安曇野市,95868,20,2207,,,,,,,,,,,,,,,
203033,長野県,小海町,4196,20,3033,,,,,,,,,,,,,,,
203041,長野県,川上村,3631,20,3041,,,,,,,,,,,,,,,
203050,長野県,南牧村,2977,20,3050,,,,,,,,,,,,,,,
203068,長野県,南相木村,926,20,3068,,,,,,,,,,,,,,,
203076,長野県,北相木村,647,20,3076,,,,,,,,,,,,,,,
203092,長野県,佐久穂町,10179,20,3092,,,,,,,,,,,,,,,
203211,長野県,軽井沢町,21752,20,3211,,,,,,,,,,,,,,,
203238,長野県,御代田町,16770,20,3238,,,,,,,,,,,,,,,
203246,長野県,立科町,6674,20,3246,,,,,,,,,,,,,,,
203491,長野県,青木村,4086,20,3491,,,,,,,,,,,,,,,
203505,長野県,長和町,5514,20,3505,,,,,,,,,,,,,,,
203611,長野県,下諏訪町,18470,20,3611,,,,,,,,,,,,,,,
203629,長野県,富士見町,14107,20,3629,,,,,,,,,,,,,,,
203637,長野県,原村,8090,20,3637,,,,,,,,,,,,,,,
203823,長野県,辰野町,18009,20,3823,,,,,,,,,,,,,,,
203831,長野県,箕輪町,24387,20,3831,,,,,,,,,,,,,,,
203840,長野県,飯島町,8863,20,3840,,,,,,,,,,,,,,,
203858,長野県,南箕輪村,16051,20,3858,,,,,,,,,,,,,,,
203866,長野県,中川村,4620,20,3866,,,,,,,,,,,,,,,
203882,長野県,宮田村,8743,20,3882,,,,,,,,,,,,,,,
204021,長野県,松川町,12445,20,4021,,,,,,,,,,,,,,,
204030,長野県,高森町,12606,20,4030,,,,,,,,,,,,,,,
204048,長野県,阿南町,3931,20,4048,,,,,,,,,,,,,,,
204072,長野県,阿智村,5941,20,4072,,,,,,,,,,,,,,,
204099,長野県,平谷村,377,20,4099,,,,,,,,,,,,,,,
204102,長野県,根羽村,806,20,4102,,,,,,,,,,,,,,,
204111,長野県,下條村,3421,20,4111,,,,,,,,,,,,,,,
204129,長野県,売木村,472,20,4129,,,,,,,,,,,,,,,
204137,長野県,天龍村,1028,20,4137,,,,,,,,,,,,,,,
204145,長野県,泰阜村,1426,20,4145,,,,,,,,,,,,,,,
204153,長野県,喬木村,5888,20,4153,,,,,,,,,,,,,,,
204161,長野県,豊丘村,6501,20,4161,,,,,,,,,,,,,,,
204170,長野県,大鹿村,868,20,4170,,,,,,,,,,,,,,,
204226,長野県,上松町,3930,20,4226,,,,,,,,,,,,,,,
204234,長野県,南木曽町,3674,20,4234,,,,,,,,,,,,,,,
204251,長野県,木祖村,2516,20,4251,,,,,,,,,,,,,,,
204293,長野県,王滝村,640,20,4293,,,,,,,,,,,,,,,
204307,長野県,大桑村,3206,20,4307,,,,,,,,,,,,,,,
204323,長野県,木曽町,9817,20,4323,,,,,,,,,,,,,,,
204463,長野県,麻績村,2412,20,4463,,,,,,,,,,,,,,,
204480,長野県,生坂村,1615,20,4480,,,,,,,,,,,,,,,
204501,長野県,山形村,8486,20,4501,,,,,,,,,,,,,,,
204510,長野県,朝日村,4263,20,4510,,,,,,,,,,,,,,,
204528,長野県,筑北村,3976,20,4528,,,,,,,,,,,,,,,
204811,長野県,池田町,9114,20,4811,,,,,,,,,,,,,,,
204820,長野県,松川村,9648,20,4820,,,,,,,,,,,,,,,
204854,長野県,白馬村,9525,20,4854,,,,,,,,,,,,,,,
204862,長野県,小谷村,2811,20,4862,,,,,,,,,,,,,,,
205214,長野県,坂城町,13872,20,5214,,,,,,,,,,,,,,,
205419,長野県,小布施町,10987,20,5419,,,,,,,,,,,,,,,
205435,長野県,高山村,6413,20,5435,,,,,,,,,,,,,,,
205613,長野県,山ノ内町,11229,20,5613,,,,,,,,,,,,,,,
205621,長野県,木島平村,4237,20,5621,,,,,,,,,,,,,,,
205630,長野県,野沢温泉村,3582,20,5630,,,,,,,,,,,,,,,
205834,長野県,信濃町,7560,20,5834,,,,,,,,,,,,,,,
205885,長野県,小川村,2198,20,5885,,,,,,,,,,,,,,,
205907,長野県,飯綱町,10274,20,5907,,,,,,,,,,,,,,,
206024,長野県,栄村,1560,20,6024,,,,,,,,,,,,,,,
212016,岐阜県,,1951292,21,,,,,,,,,,,,,,,,
212016,岐阜県,岐阜市,399127,21,2016,,,,,,,,,,,,,,,
212024,岐阜県,大垣市,156912,21,2024,,,,,,,,,,,,,,,
212032,岐阜県,高山市,82486,21,2032,,,,,,,,,,,,,,,
212041,岐阜県,多治見市,105048,21,2041,,,,,,,,,,,,,,,
212059,岐阜県,関市,83930,21,2059,,,,,,,,,,,,,,,
212067,岐阜県,中津川市,73535,21,2067,,,,,,,,,,,,,,,
212075,岐阜県,美濃市,18991,21,2075,,,,,,,,,,,,,,,
212083,岐阜県,瑞浪市,35279,21,2083,,,,,,,,,,,,,,,
212091,岐阜県,羽島市,66517,21,2091,,,,,,,,,,,,,,,
212105,岐阜県,恵那市,46054,21,2105,,,,,,,,,,,,,,,
212113,岐阜県,美濃加茂市,57595,21,2113,,,,,,,,,,,,,,,
212121,岐阜県,土岐市,54243,21,2121,,,,,,,,,,,,,,,
212130,岐阜県,各務原市,144195,21,2130,,,,,,,,,,,,,,,
212148,岐阜県,可児市,99779,21,2148,,,,,,,,,,,,,,,
212156,岐阜県,山県市,24767,21,2156,,,,,,,,,,,,,,,
212164,岐阜県,瑞穂市,56343,21,2164,,,,,,,,,,,,,,,
212172,岐阜県,飛騨市,21674,21,2172,,,,,,,,,,,,,,,
212181,岐阜県,本巣市,32885,21,2181,,,,,,,,,,,,,,,
212199,岐阜県,郡上市,37728,21,2199,,,,,,,,,,,,,,,
212202,岐阜県,下呂市,28915,21,2202,,,,,,,,,,,,,,,
212211,岐阜県,海津市,31505,21,2211,,,,,,,,,,,,,,,
213021,岐阜県,岐南町,26366,21,3021,,,,,,,,,,,,,,,
213039,岐阜県,笠松町,21829,21,3039,,,,,,,,,,,,,,,
213411,岐阜県,養老町,25971,21,3411,,,,,,,,,,,,,,,
213616,岐阜県,垂井町,25746,21,3616,,,,,,,,,,,,,,,
213624,岐阜県,関ケ原町,6135,21,3624,,,,,,,,,,,,,,,
213811,岐阜県,神戸町,18210,21,3811,,,,,,,,,,,,,,,
213829,岐阜県,輪之内町,9086,21,3829,,,,,,,,,,,,,,,
213837,岐阜県,安八町,14456,21,3837,,,,,,,,,,,,,,,
214019,岐阜県,揖斐川町,18633,21,4019,,,,,,,,,,,,,,,
214035,岐阜県,大野町,21449,21,4035,,,,,,,,,,,,,,,
214043,岐阜県,池田町,22461,21,4043,,,,,,,,,,,,,,,
214213,岐阜県,北方町,18568,21,4213,,,,,,,,,,,,,,,
215015,岐阜県,坂祝町,8264,21,5015,,,,,,,,,,,,,,,
215023,岐阜県,富加町,5884,21,5023,,,,,,,,,,,,,,,
215031,岐阜県,川辺町,9761,21,5031,,,,,,,,,,,,,,,
215040,岐阜県,七宗町,3186,21,5040,,,,,,,,,,,,,,,
215058,岐阜県,八百津町,9861,21,5058,,,,,,,,,,,,,,,
215066,岐阜県,白川町,6914,21,5066,,,,,,,,,,,,,,,
215074,岐阜県,東白川村,2011,21,5074,,,,,,,,,,,,,,,
215210,岐阜県,御嵩町,17523,21,5210,,,,,,,,,,,,,,,
216046,岐阜県,白川村,1470,21,6046,,,,,,,,,,,,,,,
221007,静岡県,,3575704,22,,,,,,,,,,,,,,,,
221007,静岡県,静岡市,672775,22,1007,,,,,,,,,,,,,,,
221309,静岡県,浜松市,783924,22,1309,,,,,,,,,,,,,,,
222038,静岡県,沼津市,185758,22,2038,,,,,,,,,,,,,,,
222054,静岡県,熱海市,33290,22,2054,,,,,,,,,,,,,,,
222062,静岡県,三島市,104961,22,2062,,,,,,,,,,,,,,,
222071,静岡県,富士宮市,126857,22,2071,,,,,,,,,,,,,,,
222089,静岡県,伊東市,64438,22,2089,,,,,,,,,,,,,,,
222097,静岡県,島田市,94747,22,2097,,,,,,,,,,,,,,,
222101,静岡県,富士市,246491,22,2101,,,,,,,,,,,,,,,
222119,静岡県,磐田市,165426,22,2119,,,,,,,,,,,,,,,
222127,静岡県,焼津市,135294,22,2127,,,,,,,,,,,,,,,
222135,静岡県,掛川市,115126,22,2135,,,,,,,,,,,,,,,
222143,静岡県,藤枝市,139870,22,2143,,,,,,,,,,,,,,,
222151,静岡県,御殿場市,83487,22,2151,,,,,,,,,,,,,,,
222160,静岡県,袋井市,87941,22,2160,,,,,,,,,,,,,,,
222194,静岡県,下田市,19282,22,2194,,,,,,,,,,,,,,,
222208,静岡県,裾野市,48688,22,2208,,,,,,,,,,,,,,,
222216,静岡県,湖西市,57216,22,2216,,,,,,,,,,,,,,,
222224,静岡県,伊豆市,27748,22,2224,,,,,,,,,,,,,,,
222232,静岡県,御前崎市,29715,22,2232,,,,,,,,,,,,,,,
222241,静岡県,菊川市,47179,22,2241,,,,,,,,,,,,,,,
222259,静岡県,伊豆の国市,45983,22,2259,,,,,,,,,,,,,,,
222267,静岡県,牧之原市,42326,22,2267,,,,,,,,,,,,,,,
223018,静岡県,東伊豆町,11093,22,3018,,,,,,,,,,,,,,,
223026,静岡県,河津町,6398,22,3026,,,,,,,,,,,,,,,
223042,静岡県,南伊豆町,7340,22,3042,,,,,,,,,,,,,,,
223051,静岡県,松崎町,5658,22,3051,,,,,,,,,,,,,,,
223069,静岡県,西伊豆町,6639,22,3069,,,,,,,,,,,,,,,
223255,静岡県,函南町,36105,22,3255,,,,,,,,,,,,,,,
223417,静岡県,清水町,31637,22,3417,,,,,,,,,,,,,,,
223425,静岡県,長泉町,43705,22,3425,,,,,,,,,,,,,,,
223441,静岡県,小山町,16975,22,3441,,,,,,,,,,,,,,,
224243,静岡県,吉田町,28964,22,4243,,,,,,,,,,,,,,,
224294,静岡県,川根本町,5700,22,4294,,,,,,,,,,,,,,,
224618,静岡県,森町,16968,22,4618,,,,,,,,,,,,,,,
231002,愛知県,,7483755,23,,,,,,,,,,,,,,,,
231002,愛知県,名古屋市,2303004,23,1002,,,,,,,,,,,,,,,
232017,愛知県,豊橋市,366089,23,2017,,,,,,,,,,,,,,,
232025,愛知県,岡崎市,382656,23,2025,,,,,,,,,,,,,,,
232033,愛知県,一宮市,376861,23,2033,,,,,,,,,,,,,,,
232041,愛知県,瀬戸市,126274,23,2041,,,,,,,,,,,,,,,
232050,愛知県,半田市,116209,23,2050,,,,,,,,,,,,,,,
232068,愛知県,春日井市,305902,23,2068,,,,,,,,,,,,,,,
232076,愛知県,豊川市,185900,23,2076,,,,,,,,,,,,,,,
232084,愛知県,津島市,59566,23,2084,,,,,,,,,,,,,,,
232092,愛知県,碧南市,72242,23,2092,,,,,,,,,,,,,,,
232106,愛知県,刈谷市,152984,23,2106,,,,,,,,,,,,,,,
232114,愛知県,豊田市,414750,23,2114,,,,,,,,,,,,,,,
232122,愛知県,安城市,187665,23,2122,,,,,,,,,,,,,,,
232131,愛知県,西尾市,169528,23,2131,,,,,,,,,,,,,,,
232149,愛知県,市,77535,23,2149,,,,,,,,,,,,,,,
232157,愛知県,犬山市,71334,23,2157,,,,,,,,,,,,,,,
232165,愛知県,常滑市,58662,23,2165,,,,,,,,,,,,,,,
232173,愛知県,江南市,98124,23,2173,,,,,,,,,,,,,,,
232190,愛知県,小牧市,149025,23,2190,,,,,,,,,,,,,,,
232203,愛知県,稲沢市,132879,23,2203,,,,,,,,,,,,,,,
232211,愛知県,新城市,42375,23,2211,,,,,,,,,,,,,,,
232220,愛知県,東海市,113352,23,2220,,,,,,,,,,,,,,,
232238,愛知県,大府市,93014,23,2238,,,,,,,,,,,,,,,
232246,愛知県,知多市,83017,23,2246,,,,,,,,,,,,,,,
232254,愛知県,知立市,72646,23,2254,,,,,,,,,,,,,,,
232262,愛知県,尾張旭市,83782,23,2262,,,,,,,,,,,,,,,
232271,愛知県,高浜市,49041,23,2271,,,,,,,,,,,,,,,
232289,愛知県,岩倉市,47761,23,2289,,,,,,,,,,,,,,,
232297,愛知県,豊明市,67902,23,2297,,,,,,,,,,,,,,,
232301,愛知県,日進市,94207,23,2301,,,,,,,,,,,,,,,
232319,愛知県,田原市,58270,23,2319,,,,,,,,,,,,,,,
232327,愛知県,愛西市,60457,23,2327,,,,,,,,,,,,,,,
232335,愛知県,清須市,68707,23,2335,,,,,,,,,,,,,,,
232343,愛知県,北名古屋市,85843,23,2343,,,,,,,,,,,,,,,
232351,愛知県,弥富市,43534,23,2351,,,,,,,,,,,,,,,
232360,愛知県,みよし市,61408,23,2360,,,,,,,,,,,,,,,
232378,愛知県,あま市,88393,23,2378,,,,,,,,,,,,,,,
232386,愛知県,長久手市,61512,23,2386,,,,,,,,,,,,,,,
233021,愛知県,東郷町,43928,23,3021,,,,,,,,,,,,,,,
233421,愛知県,豊山町,15984,23,3421,,,,,,,,,,,,,,,
233617,愛知県,大口町,24004,23,3617,,,,,,,,,,,,,,,
233625,愛知県,扶桑町,35043,23,3625,,,,,,,,,,,,,,,
234249,愛知県,大治町,33566,23,4249,,,,,,,,,,,,,,,
234257,愛知県,蟹江町,36824,23,4257,,,,,,,,,,,,,,,
234273,愛知県,飛島村,4713,23,4273,,,,,,,,,,,,,,,
234419,愛知県,阿久比町,28083,23,4419,,,,,,,,,,,,,,,
234427,愛知県,東浦町,50029,23,4427,,,,,,,,,,,,,,,
234451,愛知県,南知多町,15506,23,4451,,,,,,,,,,,,,,,
234460,愛知県,美浜町,20560,23,4460,,,,,,,,,,,,,,,
234478,愛知県,武豊町,43399,23,4478,,,,,,,,,,,,,,,
235016,愛知県,幸田町,42023,23,5016,,,,,,,,,,,,,,,
235610,愛知県,設楽町,4051,23,5610,,,,,,,,,,,,,,,
235628,愛知県,東栄町,2703,23,5628,,,,,,,,,,,,,,,
235636,愛知県,豊根村,929,23,5636,,,,,,,,,,,,,,,
242012,三重県,,1741266,24,,,,,,,,,,,,,,,,
242012,三重県,津市,268388,24,2012,,,,,,,,,,,,,,,
242021,三重県,四日市市,306378,24,2021,,,,,,,,,,,,,,,
242039,三重県,伊勢市,118849,24,2039,,,,,,,,,,,,,,,
242047,三重県,松阪市,156026,24,2047,,,,,,,,,,,,,,,
242055,三重県,桑名市,137978,24,2055,,,,,,,,,,,,,,,
242071,三重県,鈴鹿市,194451,24,2071,,,,,,,,,,,,,,,
242080,三重県,名張市,74229,24,2080,,,,,,,,,,,,,,,
242098,三重県,尾鷲市,15524,24,2098,,,,,,,,,,,,,,,
242101,三重県,亀山市,49130,24,2101,,,,,,,,,,,,,,,
242110,三重県,鳥羽市,16424,24,2110,,,,,,,,,,,,,,,
242128,三重県,熊野市,14981,24,2128,,,,,,,,,,,,,,,
242144,三重県,いなべ市,44507,24,2144,,,,,,,,,,,,,,,
242152,三重県,志摩市,44110,24,2152,,,,,,,,,,,,,,,
242161,三重県,伊賀市,84603,24,2161,,,,,,,,,,,,,,,
